hotel,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
Resort Hotel,14,21,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,NAN,NAN,0,Transient,1,1
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,59,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,33,Transient,0,0
City Hotel,62,21,1,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,30,21,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient-Party,0,0
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,87,21,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,475,NAN,0,Transient-Party,0,0
Resort Hotel,5,21,1,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,2
City Hotel,30,21,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient-Party,0,0
Resort Hotel,3,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,1,1
Resort Hotel,9,21,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,NAN,0,Transient,1,2
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,26,21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,NAN,0,Transient,0,0
City Hotel,99,21,1,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,87,21,1,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient-Party,0,0
City Hotel,94,21,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,75,21,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NAN,0,Transient,0,0
City Hotel,50,21,1,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,230,21,1,5,2,0.0,0,HB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,232,21,1,4,3,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,69,21,1,3,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,54,21,1,2,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,115,21,1,3,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,224,21,1,3,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,4
City Hotel,69,21,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,122,21,1,3,3,0.0,0,HB,LUX,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,177,21,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,159,21,1,2,1,0.0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NAN,0,Transient,0,0
City Hotel,24,21,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,32,21,1,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,10,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,19,21,1,2,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,50,21,1,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,233,21,1,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,8,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,28,21,1,2,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,129,21,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,159,21,1,2,1,0.0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NAN,0,Transient,0,2
City Hotel,27,21,1,2,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,114,21,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,270,21,1,3,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,ARG,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,20,21,1,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,8,NAN,0,Transient,0,1
Resort Hotel,4,21,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,13,21,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,190,21,1,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,31,21,1,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7,NAN,0,Transient,0,1
City Hotel,13,21,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,1,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,115,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,4
City Hotel,0,21,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,314,21,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,NAN,0,Contract,0,0
Resort Hotel,314,21,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,NAN,0,Contract,0,0
City Hotel,16,21,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,75,21,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NAN,0,Transient,0,0
City Hotel,20,21,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,3
City Hotel,20,21,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,3
Resort Hotel,124,21,3,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NAN,0,Contract,0,0
City Hotel,23,21,1,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,18,21,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,315,NAN,0,Transient-Party,0,0
City Hotel,3,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,NAN,479,0,Transient,0,0
City Hotel,24,21,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,7,NAN,0,Transient,0,1
City Hotel,13,21,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,7,NAN,0,Transient,0,1
Resort Hotel,19,21,1,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NAN,0,Transient,0,3
City Hotel,116,21,1,0,2,0.0,0,BB,USA,Direct,TA/TO,1,0,1,A,F,0,No Deposit,14,NAN,0,Transient,0,3
Resort Hotel,5,21,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,2
City Hotel,19,21,1,0,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,5,21,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146,NAN,0,Transient,0,0
City Hotel,211,21,1,2,1,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7,NAN,0,Transient,0,1
City Hotel,0,21,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,NAN,NAN,0,Transient,0,1
City Hotel,53,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NAN,0,Transient,0,0
City Hotel,6,21,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,6,64,A,A,1,No Deposit,NAN,40,0,Transient,0,1
City Hotel,33,21,1,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,4,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,NAN,40,0,Transient,0,2
Resort Hotel,138,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NAN,0,Contract,0,0
Resort Hotel,61,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,3,No Deposit,NAN,169,0,Transient-Party,1,1
City Hotel,91,21,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NAN,0,Transient,0,0
Resort Hotel,158,21,1,2,2,0.0,0,BB,BEL,Direct,Direct,1,0,3,D,D,0,No Deposit,NAN,NAN,0,Transient,1,1
City Hotel,22,21,1,1,2,0.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,1
Resort Hotel,307,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NAN,0,Transient,0,0
Resort Hotel,61,21,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,NAN,169,0,Transient-Party,0,0
Resort Hotel,307,21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NAN,0,Transient,0,0
Resort Hotel,3,21,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,NAN,269,0,Transient,1,0
City Hotel,25,21,1,2,3,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,5,21,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,C,0,No Deposit,96,NAN,0,Group,0,0
Resort Hotel,227,21,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,0
City Hotel,120,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,120,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,108,21,1,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
Resort Hotel,241,21,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,D,D,1,No Deposit,243,NAN,0,Contract,0,3
Resort Hotel,170,21,1,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,1,0,1,D,D,2,No Deposit,40,NAN,0,Contract,0,2
Resort Hotel,139,21,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,107,21,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,62,21,1,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240,NAN,0,Transient,0,1
Resort Hotel,18,21,1,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,11,21,1,1,1,0.0,0,BB,PER,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NAN,0,Transient-Party,0,2
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,88,21,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NAN,0,Transient,0,2
City Hotel,50,21,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,46,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,2,21,1,2,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10,NAN,0,Transient,0,0
City Hotel,68,21,1,3,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NAN,0,Transient-Party,0,0
City Hotel,0,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,72,21,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NAN,0,Transient,0,0
City Hotel,18,21,1,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NAN,0,Transient,0,0
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,26,21,1,0,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
Resort Hotel,213,21,4,10,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NAN,0,Transient,0,0
City Hotel,87,21,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,475,NAN,0,Transient-Party,0,0
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
Resort Hotel,123,21,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NAN,0,Contract,0,0
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,84,21,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,68,21,1,3,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,NAN,0,Transient-Party,0,0
City Hotel,33,21,1,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,26,21,1,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
Resort Hotel,78,21,1,4,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,40,21,2,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NAN,0,Transient,0,0
Resort Hotel,220,21,3,7,3,2.0,0,BB,GBR,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NAN,0,Transient,0,0
City Hotel,21,21,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,NAN,0,Transient,0,2
Resort Hotel,220,21,3,7,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NAN,0,Transient,0,0
City Hotel,5,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,0
Resort Hotel,17,21,4,10,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NAN,0,Transient,0,1
City Hotel,10,21,1,2,1,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NAN,0,Transient,0,1
City Hotel,1,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,25,21,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,225,21,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,97,21,1,3,3,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,3
City Hotel,29,21,1,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14,NAN,0,Transient,0,2
Resort Hotel,2,21,1,0,2,0.0,0,BB,PRT,Direct,TA/TO,1,0,3,C,C,0,No Deposit,NAN,NAN,0,Transient,0,1
City Hotel,11,21,1,1,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NAN,0,Transient-Party,0,2
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,5,21,1,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,315,NAN,0,Transient-Party,0,0
City Hotel,1,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,18,21,1,1,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,315,NAN,0,Transient-Party,0,0
City Hotel,18,21,1,1,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,1,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,1,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,18,21,1,1,2,0.0,0,BB,ECU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,NAN,0,Transient-Party,0,1
City Hotel,1,21,0,2,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,228,21,0,4,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,70,21,0,2,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,NAN,0,Transient,0,0
City Hotel,0,21,0,2,2,0.0,0,BB,ESP,Online TA,GDS,0,0,0,D,E,0,No Deposit,195,NAN,0,Transient,0,1
City Hotel,16,21,0,4,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,8,21,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,423,21,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NAN,0,Transient,0,0
City Hotel,99,21,0,4,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,147,21,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,284,21,0,5,2,1.0,0,BB,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,3
City Hotel,95,21,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,93,21,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NAN,0,Transient,0,1
City Hotel,174,21,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,NAN,0,Transient,0,1
Resort Hotel,77,21,0,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,250,NAN,0,Transient,0,1
City Hotel,10,21,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,7,21,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,212,21,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,240,21,0,4,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,281,21,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,2
City Hotel,60,21,0,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NAN,0,Transient,1,0
City Hotel,1,21,0,2,0,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,K,2,No Deposit,NAN,NAN,0,Transient,1,0
City Hotel,0,21,0,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,D,D,0,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,192,21,0,2,2,0.0,0,BB,ISR,Direct,Direct,0,0,0,A,D,2,No Deposit,14,NAN,0,Transient,1,2
City Hotel,14,21,0,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NAN,0,Transient,0,0
City Hotel,19,21,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NAN,0,Transient,0,1
City Hotel,5,21,0,2,2,2.0,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,13,21,0,2,3,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,138,21,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NAN,0,Transient,0,0
City Hotel,0,21,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,NAN,NAN,0,Transient,0,0
City Hotel,170,21,0,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NAN,0,Transient,0,1
City Hotel,147,21,0,4,2,2.0,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,14,NAN,0,Transient,0,2
City Hotel,147,21,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,147,21,0,4,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NAN,0,Transient,0,1
City Hotel,423,21,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229,NAN,0,Transient,0,0
